170293000;8539293009
170353000;8539293009
170363000;8539293009
170373000;8539293009
170393000;8539293009
170403000;8539293009
170543000;8539293009
170573000;8539293009
170633000;8539293009
171253000;8539293009
171313000;8539293009
171693000;8539293009
171773000;8539293009
171774000;8539293009
171813000;8539293009
171863000;8539293009
171973000;8539293009
176323000;8539293009
176353000;8539293009
176354000;8539293009
176383000;8539293009
176384000;8539293009
176433000;8539293009
176443000;8539293009
178813000;8539293009
179163000;8539293009
179183000;8539293009
179193000;8539293009
179253000;8539293009
179483000;8539293009
180744000;8539293009
480053000;8539213009
480063000;8539213009
480073000;8539213009
480703000;8539213009
480723000;8539213009
480763000;8539213009
483203000;8539213009
483213000;8539213009
483283000;8539213009
483303000;8539213009
486022100;8539213009
486262100;8539213009
486412100;8539213009
487003000;8539213009
487023000;8539213009
488613000;8539213009
488923000;8539213009
488983000;8539213009
492113000;8539293009
493213000;8539293009
681913000;8539213009
840023000;8539390000
840063000;8539390000
840103000;8539390000
840323000;8539390000
840423000;8539390000
170503000;8539293009
480563000;8539293009
170283000;8539293009
170493000;8539293009
170483000;8539293009
170583000;8539293009
171363000;8539293009
171753000;8539293009
178333000;8539213009
480393000;8539213009
486333000;8539213009
681613000;8539213009
483284000;8539213009
483393000;8539213009
486133000;8539213009
171413000;8539293009
170733000;8539293009
170973000;8539293009
171093000;8539293009
